linha_origem,matricula_raw,nome_raw,cpf_raw,orgao_raw,erros
102411,GO0103410,Leandro Carvalho,786.016.141-40,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_31073
102422,GO0103421,Tatiane Campos,,GOIASPREV ,{'cpf': 'cpf_nulo'}
102423,GO0103422,CAMILA MARTINS,,GOIASPREV ,{'cpf': 'cpf_nulo'}
102429,GO0103428,sandra santos,,GOIASPREV,{'cpf': 'cpf_nulo'}
102440,GO0103439,Priscila Castro,777.348.390-13,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_67786
102453,GO0103452,  Gustavo Pereira  ,,GOIASPREV,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo'}"
102456,GO0103455,Beatriz Almeida,140.269.472-67,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_1759
102465,GO0103464,  Diego Carvalho  ,,Goiasprev,{'cpf': 'cpf_nulo'}
102468,GO0103467,Sandra Nunes,,GOIASPREV,{'cpf': 'cpf_nulo'}
102474,GO0087279,Maria Araújo,208.926.116-89,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_86280
102489,GO0028177,Juliana Melo,095.456.105-46,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_27178
102498,GO0103497,Patrícia Silva,691.772.988-65,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_67176
102499,GO0103498,Maria Santos,783.128.612-55,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_42041
102513,GO0103512,Gustavo Carvalho,446.918.934-89,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_26560
102522,GO0042914,Larissa Teixeira,336.660.298-42,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_41915
102535,GO0103534,Fernanda Almeida,435.977.526-73,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_75258
102537,GO0103536,Marcos Nunes,983.210.862-48,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_20768
102540,GO0103539,Thiago Almeida,543.431.582-30,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_33400
102544,GO0103543,Carlos Moura,911.472.588-82,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_60987
102565,GO0103564,Marcos Ferreira,867.450.923-92,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_94313
102581,GO0103580,Patrícia Ferreira,811.559.508-76,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_91053
102590,GO0103589,Daniela Melo,,goiasprev,"{'cpf': 'cpf_nulo', 'data_admissao': 'data_admissao_nulo'}"
102610,GO0103609,Patrícia Dias,348.707.276-52,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_9159
102619,GO0103618,Pedro Araújo,, GOIASPREV,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:pedro.araújo@goiasprev.go.gov.br'}"
102654,GO0103653,Fernanda Dias,,goiasprev,{'cpf': 'cpf_nulo'}
102674,GO0103673,Pedro Teixeira,,goiasprev,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo'}"
102677,GO0103676,João Souza,, GOIASPREV,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:joão.souza@goiasprev.go.gov.br'}"
102682,GO0103681,Bruno Moreira,241.675.551-56,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_99762
102687,GO0085456,Gustavo Moura,530.239.876-92,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_84457
102701,GO0103700,Marcos Costa,,GOIASPREV,{'cpf': 'cpf_nulo'}
102709,GO0103708,Priscila Martins,722.836.373-32,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_35719
102713,GO0103712,Henrique Lima,271.537.103-07,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_52610
102714,GO0103713,Thiago Dias,060.263.588-60,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_78328
102716,GO0103715,Carlos Cardoso,064.756.671-32,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_73248
102719,GO0103718,Daniela Santos,432.408.494-47,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_88084
102727,GO0103726,Lucas Nascimento,, GOIASPREV,{'cpf': 'cpf_nulo'}
102741,GO0040632,Renata Borges,369.367.411-36,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_39633
102760,GO0049785,Felipe Santos,530.621.347-98,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_48786
102766,GO0103765,Juliana Santos,,Goiasprev,"{'cpf': 'cpf_nulo', 'data_admissao': 'data_admissao_nulo'}"
102791,GO0064871,Bruno Ribeiro,027.441.229-29,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_82149
102797,GO0103796,Vinicius Monteiro,511.011.307-36,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_21268
102798,GO0103797,Diego Costa,217.122.021-12,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_86067
102801,GO0103800,Eduardo Rodrigues,332.909.267-26,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_41180
102809,GO0103808,Thiago Barbosa,954.095.627-92,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_85438
102825,GO0015765,Sandra Silva,558.533.266-27,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_14766
102826,GO0060756,Henrique Campos,620.047.783-17,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_59757
102840,GO0103839,Pedro Melo,,GOIASPREV,{'cpf': 'cpf_nulo'}
102866,GO0103865,Alexandre Silva,316.268.953-52,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_36494
102867,GO0103866,Carlos Barbosa,990.599.944-68,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_4522
102871,GO0103870,Cristina Moreira,535.894.657-41,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_9939
102891,GO0015918,Maria Barbosa,649.340.596-62,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_14919
102892,GO0103891,Felipe Cardoso,349.860.284-95,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_40996
102894,GO0103893,Cristina Campos,192.390.127-11,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_65211
102895,GO0103894,Maria Monteiro,943.266.107-31,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_88915
102906,GO0030985,Beatriz Barbosa,301.177.756-90,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_29986
102907,GO0027686,Sandra Costa,932.887.411-15,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_26687
102916,GO0103915,Ricardo Costa,724.197.664-16,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_61383
102924,GO0103923,Bruno Ribeiro,586.495.925-87,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_74272
102947,GO0062763,Priscila Barbosa,137.200.424-19,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_61764
102978,GO0103977,Larissa Gomes,771.945.985-79,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_50181
102986,GO0103985,Beatriz Silva,471.284.002-67,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_82224
102997,GO0103996,Rafael Ferreira,946.985.604-08,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_89355
102998,GO0065885,Carlos Cardoso,336.049.995-75,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_64886
103001,GO0059702,Fernanda Santos,418.449.700-63,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_58703
103005,GO0055919,Bruno Ribeiro,903.042.969-83,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_54920
103020,GO0104019,Rodrigo Teixeira,837.664.134-02,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_102983
103029,GO0104028,Patrícia Nunes,369.274.732-62,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_82885
103035,GO0104034,Camila Barbosa,988.225.771-13,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_78783
103059,GO0008642,Bruno Lima,307.106.779-52,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_7643
103072,GO0104071,Camila Dias,804.793.857-52,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_6821
103100,GO0040622,Marcos Oliveira,914.622.781-71,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_39623
103108,GO0010119,Ricardo Castro,340.812.280-62,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_9120
103117,GO0098769,Mônica Nascimento,986.842.785-89,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_97770
103140,GO0104139,Beatriz Teixeira,088.520.623-16,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_21237
103151,GO0104150,Diego Cavalcanti,953.890.100-68,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_47802
103156,GO0018160,Leandro Santos,422.923.171-23,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_17161
103157,GO0104156,Carlos Borges,624.689.967-07,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_54877
103164,GO0089131,Juliana Campos,560.432.020-19,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_88132
103170,GO0104169,Sandra Barbosa,959.217.220-78,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_51166
103175,GO0104174,Sandra Nascimento,744.813.278-30,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_98735
103178,GO0104177,Rafael Castro,844.215.477-91,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_16414
103185,GO0049724,Daniela Pereira,412.501.382-41,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_48725
103188,GO0011656,Vanessa Rodrigues,128.876.642-18,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_10657
103202,GO0104201,Mônica Borges,,goiasprev,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:mônica.borges@goiasprev.go.gov.br'}"
103203,GO0104202,Simone  Castro,,GOIASPREV ,{'cpf': 'cpf_nulo'}
103210,GO0062554,Daniela Souza,133.070.886-81,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_61555
103246,GO0104245,Ana Carvalho,035.393.964-77,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_74189
103248,GO0104247,Rafael Castro,903.736.976-12,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_90546
103252,GO0104251,Sandra Souza,,Goiasprev,{'cpf': 'cpf_nulo'}
103268,GO0104267,Vinicius Silva,894.678.545-30,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_6329
103277,GO0104276,Priscila Borges,317.229.708-39,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_14495
103279,GO0104278,Aline Silva,, GOIASPREV,{'cpf': 'cpf_nulo'}
103283,GO0104282,Henrique Rocha,753.083.765-46,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_57107
103288,GO0099149,Renata Souza,,goiasprev,{'cpf': 'cpf_nulo'}
103297,GO0022083,Cristina Costa,267.779.628-51,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_21084
103299,GO0061883,Pedro Barbosa,, GOIASPREV,{'cpf': 'cpf_nulo'}
103302,GO0104301,Felipe Almeida,885.843.224-02,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_44112
103312,GO0104311,rafael almeida,,goiasprev,"{'cpf': 'cpf_nulo', 'data_admissao': 'data_admissao_nulo'}"
103317,GO0104316,Vinicius Cardoso,041.847.249-64,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_15817
103318,GO0028977,Rafael Costa,155.339.883-89,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_27978
103325,GO0104324,Marcos Moreira,999.068.630-71,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_86429
103336,GO0104335,  Ricardo Dias  ,,goiasprev,"{'cpf': 'cpf_nulo', 'sexo': 'sexo_nulo', 'data_admissao': 'data_admissao_nulo', 'email': 'email_invalido:ricardo.dias'}"
103338,GO0104337,Vanessa Nascimento,039.430.215-35,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_77751
103339,GO0104338,João Almeida,114.902.224-88,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_36709
103343,GO0104342,pedro carvalho,,Goiasprev,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo'}"
103348,GO0104347,Camila Barbosa,774.130.166-58,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_79375
103349,GO0104348,Fernanda Ribeiro,,Goiasprev,{'cpf': 'cpf_nulo'}
103350,GO0104349,Priscila Campos,366.183.861-86,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_9383
103359,GO0104358,Gustavo Barbosa,069.852.002-89,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_75599
103396,GO0104395,Bruno Nascimento,363.259.384-59,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_65817
103398,GO0104397,Simone Martins,541.420.684-60,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_49503
103400,GO0104399,Tatiane Moura,082.936.582-97,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_69318
103408,GO0104407,Ana  Borges,,Goiasprev,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo'}"
103409,GO0104408,Priscila Nascimento,, GOIASPREV,"{'cpf': 'cpf_nulo', 'sexo': 'sexo_nulo'}"
103416,GO0104415,Rodrigo Teixeira,360.476.113-65,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_89354
103448,GO0104447,Rafael Monteiro,730.947.303-54,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_30281
103451,GO0088511,Vanessa Gomes,000.628.411-76,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_72163
103462,GO0060250,Maria Monteiro,226.462.427-14,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_59251
103464,GO0058756,Daniela Rodrigues,197.793.446-10,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_45339
103466,GO0048732,Priscila Souza,384.986.273-00,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_47733
103474,GO0104473,Diego Souza,,goiasprev,{'cpf': 'cpf_nulo'}
103482,GO0003091,Rodrigo Pereira,801.732.095-15,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_2092
103483,GO0104482,Henrique Araújo,250.914.806-60,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_35710
103496,GO0104495,Rodrigo Nascimento,,GOIASPREV ,{'cpf': 'cpf_nulo'}
103497,GO0104496,Henrique Pereira,,Goiasprev,{'cpf': 'cpf_nulo'}
103534,GO0104533,Felipe Nunes,,goiasprev,{'cpf': 'cpf_nulo'}
103566,GO0104565,Daniela Dias,861.516.631-55,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_86677
103580,GO0104579,Patrícia Santos,,Goiasprev,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:patrícia.santos@goiasprev.go.gov.br'}"
103582,GO0104581,Alexandre Ribeiro,,Goiasprev,{'cpf': 'cpf_nulo'}
103598,GO0039634,Aline Borges,718.274.644-92,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_38635
103600,GO0050126,Carlos Moreira,937.758.022-77,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_49127
103601,GO0015323,Thiago Costa,043.967.618-09,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_14324
103605,GO0104604,  Gustavo Nunes  ,,GOIASPREV ,{'cpf': 'cpf_nulo'}
103608,GO0104607,PEDRO MOREIRA,,Goiasprev,{'cpf': 'cpf_nulo'}
103609,GO0104608,Camila Melo,229.108.926-04,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_71666
103611,GO0104610,Marcos Lima,973.214.233-73,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_82855
103645,GO0058844,Aline Martins,787.559.929-40,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_57845
103648,GO0104647,Pedro Araújo,164.102.158-68,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_30278
103671,GO0104670,Larissa Nunes,,Goiasprev,{'cpf': 'cpf_nulo'}
103674,GO0087667,Juliana Lima,504.462.463-71,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_86668
103683,GO0104682,Simone Costa,, GOIASPREV,{'cpf': 'cpf_nulo'}
103684,GO0104683,Felipe Costa,, GOIASPREV,"{'cpf': 'cpf_nulo', 'sexo': 'sexo_nulo', 'email': 'email_nulo'}"
103686,GO0050754,Simone Ribeiro,245.746.909-08,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_49755
103689,GO0104688,Lucas Silva,390.362.157-93,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_87680
103703,GO0104702,Beatriz Ferreira,141.381.873-69,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_50366
103705,GO0083651,Carlos Castro,384.990.482-36,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_82652
103712,GO0004349,Simone Lima,359.647.404-43,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_3350
103714,GO0104713,Patrícia Monteiro,191.393.057-09,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_87254
103720,GO0104719,Patrícia Castro,927.108.546-44,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_35025
103728,GO0104727,Sandra Martins,724.574.089-58,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_69334
103730,GO0104729,Patrícia  Barbosa,, GOIASPREV,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:patrícia.barbosa@goiasprev.go.gov.br'}"
103733,GO0104732,Marcos Dias,009.566.739-73,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_97551
103738,GO0104737,Fernanda  Souza,,Goiasprev,{'cpf': 'cpf_nulo'}
103752,GO0104751,Gustavo Rocha,480.963.300-34,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_54783
103757,GO0104756,Ana Costa,105.048.317-30,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_72380
103758,GO0104757,Camila Ferreira,,Goiasprev,{'cpf': 'cpf_nulo'}
103771,GO0104770,Carlos Nunes,445.192.648-67,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_28716
103772,GO0104771,JULIANA SILVA,, GOIASPREV,{'cpf': 'cpf_nulo'}
103774,GO0085837,Vinicius Santos,812.603.776-63,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_84838
103783,GO0104782,Bruno Nascimento,,GOIASPREV,{'cpf': 'cpf_nulo'}
103786,GO0104785,Beatriz Martins,643.895.162-05,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_88028
103788,GO0007214,Maria Borges,005.102.088-59,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_6215
103789,GO0104788,  João Rocha  ,,GOIASPREV,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:joão.rocha@goiasprev.go.gov.br'}"
103790,GO0104789,Simone Moura,722.711.227-63,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_37658
103819,GO0104818,Henrique Rodrigues,709.375.411-80,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_49696
103825,GO0104824,Leandro Costa,414.581.654-26,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_5209
103837,GO0104836,Rafael Monteiro,142.957.242-21,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_2844
103847,GO0104846,Vanessa Araújo,,GOIASPREV ,"{'cpf': 'cpf_nulo', 'data_admissao': 'data_admissao_nulo', 'email': 'email_invalido:vanessa.araújo@goiasprev.go.gov.br'}"
103859,GO0104858,Fernanda Rocha,149.582.569-21,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_47636
103866,GO0104865,Renata Silva,,GOIASPREV ,{'cpf': 'cpf_nulo'}
103867,GO0104866,Camila Martins,334.983.767-60,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_50392
103878,GO0104877,Marcos Nunes,607.127.343-10,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_16713
103879,GO0104878,Vanessa Nunes,,goiasprev,{'cpf': 'cpf_nulo'}
103894,GO0104893,Bruno Monteiro,143.425.684-69,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_42012
103900,GO0104899,Aline Cardoso,709.034.022-19,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_79922
103902,GO0104901,Beatriz Moreira,761.380.684-07,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_29946
103907,GO0104906,  Felipe Araújo  ,,GOIASPREV,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo', 'email': 'email_invalido:felipe.araújo@goiasprev.go.gov.br'}"
103913,GO0104912,Fernanda Araújo,635.495.804-52,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_66105
103921,GO0104920,Simone Barbosa,622.959.193-20,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_51755
103924,GO0104923,Vanessa Dias,939.802.028-70,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_15044
103939,GO0104938,Mônica Monteiro,528.934.795-44,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_6732
103946,GO0104945,Ana Teixeira,826.776.229-00,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_20986
103947,GO0104946,Maria Campos,981.058.762-28,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_44848
103951,GO0062923,Larissa Moreira,420.543.653-58,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_61924
103994,GO0098324,Alexandre Monteiro,159.622.137-79,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_97325
103995,GO0013002,Vanessa Cavalcanti,137.732.246-90,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_12003
104003,GO0105002,Lucas Costa,490.100.652-14,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_62088
104018,GO0105017,  Bruno Cardoso  ,,Goiasprev,"{'cpf': 'cpf_nulo', 'sexo': 'sexo_nulo'}"
104026,GO0105025,Camila Cardoso,289.396.613-49,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_8804
104030,GO0105029,Aline Melo,909.698.455-46,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_57796
104034,GO0105033,Juliana Teixeira,268.900.001-72,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_76409
104035,GO0105034,Marcos Souza,382.684.218-10,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_62345
104057,GO0105056,Alexandre Silva,, GOIASPREV,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo'}"
104060,GO0105059,Diego Moura,,GOIASPREV,{'cpf': 'cpf_nulo'}
104074,GO0105073,Aline Costa,713.480.508-61,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_3836
104076,GO0105075,Eduardo Castro,812.858.265-48,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_17496
104079,GO0044878,Aline Borges,,GOIASPREV,{'cpf': 'cpf_nulo'}
104092,GO0068589,Mônica Melo,922.465.336-74,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_67590
104114,GO0088616,Eduardo Moreira,933.773.031-32,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_87617
104119,GO0048602,Maria Silva,560.445.842-18,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_47603
104120,GO0105119,vinicius moura,,GOIASPREV,{'cpf': 'cpf_nulo'}
104122,GO0105121,Marcos Moreira,537.991.331-54,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_61127
104127,GO0105126,Bruno Araújo,,GOIASPREV ,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:bruno.araújo@goiasprev.go.gov.br'}"
104138,GO0105137,Cristina Teixeira,718.285.756-12,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_26526
104150,GO0105149,Sandra Araújo,832.412.325-51,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_77977
104152,GO0105151,DIEGO MARTINS,, GOIASPREV,{'cpf': 'cpf_nulo'}
104158,GO0060362,Thiago Lima,245.465.653-55,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_59363
104170,GO0105169,Patrícia Cardoso,,GOIASPREV,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo', 'email': 'email_invalido:patrícia.cardoso@goiasprev.go.gov.br'}"
104185,GO0105184,Fernanda Rodrigues,996.075.058-38,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_49622
104187,GO0105186,Marcos Ferreira,,GOIASPREV,{'cpf': 'cpf_nulo'}
104205,GO0070526,Juliana Teixeira,616.795.315-81,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_69527
104213,GO0105212,Maria Araújo,913.498.657-99,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_63849
104231,GO0105230,Eduardo Silva,942.729.524-25,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_78000
104233,GO0037977,Sandra Silva,061.189.114-46,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_36978
104238,GO0105237,Renata Monteiro,639.354.625-11,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_66039
104240,GO0105239,Juliana Araújo,355.858.731-22,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_12337
104260,GO0105259,Leandro Martins,719.801.571-56,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_33677
104261,GO0105260,Gustavo Ferreira,797.091.674-48,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_44395
104267,GO0096662,Rodrigo Cavalcanti,652.539.288-76,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_95663
104274,GO0043711,Pedro Gomes,222.972.055-68,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_42712
104292,GO0105291,Thiago  Campos,,GOIASPREV ,"{'cpf': 'cpf_nulo', 'data_admissao': 'data_admissao_nulo'}"
104301,GO0105300,Simone Oliveira,283.868.530-29,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_97840
104316,GO0105315,CRISTINA NASCIMENTO,,Goiasprev,{'cpf': 'cpf_nulo'}
104319,GO0105318,Felipe Campos,,GOIASPREV,{'cpf': 'cpf_nulo'}
104321,GO0019504,Gustavo Santos,228.525.161-72,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_18505
104333,GO0105332,Daniela Campos,103.617.722-07,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_97994
104358,GO0105357,Renata Oliveira,520.755.917-56,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_46170
104361,GO0013648,Carlos Rodrigues,424.690.756-13,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_12649
104363,GO0102368,Beatriz Gomes,820.784.075-23,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_101369
104376,GO0006729,Camila Silva,496.041.566-67,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_78675
104379,GO0061360,Alexandre Nunes,878.542.739-92,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_60361
104385,GO0105384,Marcos Cavalcanti,, GOIASPREV,{'cpf': 'cpf_nulo'}
104387,GO0105386,Ricardo Oliveira,147.426.053-89,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_3469
104395,GO0087438,Felipe Moreira,789.882.010-81,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_86439
104402,GO0105401,Renata Lima,,GOIASPREV ,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:@goiasprev.go.gov.br'}"
